title,author,language,avg_ratings,ratings_count,reviews_count,publisher,publish_year,num_pages,page_format,genres,link
On the Shortness of Life: Life Is Long if You Know How to Use It,Seneca,English,4.19,31320,2494,Penguin Books,2005.0,106.0,Paperback,"['Philosophy', 'Nonfiction', 'Classics', 'Self Help', 'Essays', 'Psychology', 'Personal Development', 'History', 'Spirituality', 'Audiobook']",https://www.goodreads.com/book/show/97412.On_the_Shortness_of_Life
You Will Know Me,Megan Abbott,English,3.43,41604,4422,Little Brown,2016.0,345.0,Hardcover,"['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Contemporary', 'Audiobook', 'Adult', 'Suspense', 'Crime', 'Adult Fiction']",https://www.goodreads.com/book/show/25251757-you-will-know-me
Light,Michael  Grant,English,4.36,38186,2935,Katherine Tegen Books,2013.0,411.0,Hardcover,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fantasy', 'Fiction', 'Horror', 'Paranormal', 'Romance', 'Supernatural', 'Adventure']",https://www.goodreads.com/book/show/8811139-light
Timebound,Rysa Walker,English,3.89,29086,2667,Skyscape,2014.0,366.0,Kindle Edition,"['Time Travel', 'Young Adult', 'Science Fiction', 'Fantasy', 'Fiction', 'Historical Fiction', 'Romance', 'Audiobook', 'Adventure', 'Historical']",https://www.goodreads.com/book/show/18108877-timebound
Shattered Mirror,Amelia Atwater-Rhodes,English,4.03,10248,303,Laurel Leaf,2003.0,240.0,Mass Market Paperback,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Fiction', 'Horror', 'Supernatural', 'Urban Fantasy', 'Teen']",https://www.goodreads.com/book/show/30336.Shattered_Mirror
A Court of Wings and Ruin,Sarah J. Maas,English,4.45,879772,64494,Bloomsbury Publishing,2020.0,699.0,Paperback,"['Fantasy', 'Romance', 'Young Adult', 'New Adult', 'Fae', 'Fiction', 'Magic', 'Fantasy Romance', 'High Fantasy', 'Audiobook']",https://www.goodreads.com/book/show/50659472-a-court-of-wings-and-ruin
Dead Men's Trousers,Irvine Welsh,,4.16,3746,301,Jonathan Cape,2018.0,432.0,Paperback,"['Fiction', 'Scotland', 'Novels', 'Thriller', 'Crime', 'Mystery', 'Humor', 'Contemporary', 'Drama', 'Dark']",https://www.goodreads.com/book/show/35823649-dead-men-s-trousers
Have a Nice Day!: A Tale of Blood and Sweatsocks,Mick Foley,English,4.27,9544,418,HarperEntertainment,2000.0,768.0,Mass Market Paperback,"['Nonfiction', 'Biography', 'Sports', 'Autobiography', 'Memoir', 'Biography Memoir', 'Humor', 'The United States Of America', 'Audiobook', 'History']",https://www.goodreads.com/book/show/340587.Have_a_Nice_Day_
Well-Schooled in Murder,Elizabeth  George,English,4.13,25376,827,Bantam,2007.0,432.0,Paperback,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Thriller', 'Detective', 'British Literature', 'Suspense', 'Murder Mystery', 'Adult']",https://www.goodreads.com/book/show/394228.Well_Schooled_in_Murder
The Chemist,Stephenie Meyer,English,3.75,86537,10157,Back Bay Books,2017.0,521.0,Paperback,"['Fiction', 'Thriller', 'Mystery', 'Romance', 'Audiobook', 'Suspense', 'Adult', 'Mystery Thriller', 'Contemporary', 'Adult Fiction']",https://www.goodreads.com/book/show/32940867-the-chemist
Psycho Sitter,Alexandria Ayers,,4.29,285,55,Smashwords Edition,2015.0,,ebook,"['Poetry', 'Classics', 'German Literature', 'Literature', 'Fiction', 'Philosophy', '20th Century', 'Germany', 'Czech Literature', 'Religion']",https://www.goodreads.com/book/show/24477484-psycho-sitter
The Moonstone,Wilkie Collins,English,3.91,89883,5602,Modern Library,2001.0,528.0,Paperback,"['Classics', 'Mystery', 'Fiction', 'Crime', 'Victorian', '19th Century', 'Historical Fiction', 'Mystery Thriller', 'Literature', 'British Literature']",https://www.goodreads.com/book/show/6138.The_Moonstone
Forever,Maggie Stiefvater,English,3.89,120882,8444,Scholastic Press,2011.0,390.0,Hardcover,"['Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Werewolves', 'Fiction', 'Paranormal Romance', 'Supernatural', 'Urban Fantasy', 'Young Adult Fantasy']",https://www.goodreads.com/book/show/9409458-forever
Under Milk Wood,Dylan Thomas,English,4.03,8953,603,New Directions,1954.0,121.0,Paperback,"['Poetry', 'Plays', 'Fiction', 'Classics', 'Drama', 'Theatre', 'Literature', '20th Century', 'British Literature', 'Audiobook']",https://www.goodreads.com/book/show/763508.Under_Milk_Wood
Dr. Faustus,Christopher Marlowe,English,3.8,64758,2146,Dover Publications,1994.0,64.0,Paperback,"['Classics', 'Plays', 'Drama', 'Fiction', 'Fantasy', 'School', 'Theatre', 'Literature', 'Horror', 'Poetry']",https://www.goodreads.com/book/show/18525.Dr_Faustus
The Fall of the Phoenix,Daniel  Kelly,English,4.41,301,64,Olympia Publishers,2018.0,244.0,Paperback,"['Fantasy', 'Historical Fiction', 'Greek Mythology', 'Fiction', 'Historical', 'Retellings', 'Book Club']",https://www.goodreads.com/book/show/41715111-the-fall-of-the-phoenix
Never Go With Your Gut: How Pioneering Leaders Make the Best Decisions and Avoid Business Disasters,Gleb Tsipursky,English,4.17,209,87,Career Press,2019.0,224.0,Paperback,"['Business', 'Leadership', 'Nonfiction', 'Psychology', 'Management', 'Self Help', 'Personal Development', 'Science', 'Productivity', 'Entrepreneurship']",https://www.goodreads.com/book/show/44442886-never-go-with-your-gut
Allies of the Night,Darren Shan,English,4.19,25897,552,"Little, Brown",2006.0,209.0,Mass Market Paperback,"['Fantasy', 'Young Adult', 'Horror', 'Vampires', 'Fiction', 'Paranormal', 'Supernatural', 'Adventure', 'Urban Fantasy', 'Middle Grade']",https://www.goodreads.com/book/show/8966.Allies_of_the_Night
Tales of the Astonishing Black Spark,Charlie J. Eskew,English,4.07,94,30,Lanternfish Press,2018.0,380.0,Paperback,"['Fiction', 'Science Fiction', 'Contemporary', 'Fantasy', 'Superheroes', 'Speculative Fiction']",https://www.goodreads.com/book/show/40028529-tales-of-the-astonishing-black-spark
My Life on the Road,Gloria Steinem,English,4.06,34223,3703,Random House,2015.0,276.0,Hardcover,"['Nonfiction', 'Feminism', 'Memoir', 'Biography', 'Audiobook', 'Womens', 'Biography Memoir', 'Autobiography', 'Travel', 'History']",https://www.goodreads.com/book/show/15451058-my-life-on-the-road
Manifesto of the Free People's Union,Jakub Lasak,English,4.38,26,4,,2020.0,,Kindle Edition,['Nonfiction'],https://www.goodreads.com/book/show/53293947-manifesto-of-the-free-people-s-union
The Alchemist,Paulo Coelho,English,3.9,2796002,109136,HarperOne,2014.0,182.0,Paperback,"['Fiction', 'Classics', 'Fantasy', 'Philosophy', 'Novels', 'Spirituality', 'Self Help', 'Literature', 'Adventure', 'Audiobook']",https://www.goodreads.com/book/show/18144590-the-alchemist
The Lavender Garden,Lucinda Riley,English,4.24,24061,1707,Atria Books,2013.0,403.0,Paperback,"['Historical Fiction', 'Fiction', 'Romance', 'Historical', 'France', 'Mystery', 'World War II', 'Roman', 'War', 'Drama']",https://www.goodreads.com/book/show/16130405-the-lavender-garden
"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment",Steve  Harvey,English,3.79,47089,3372,Amistad,2009.0,232.0,Hardcover,"['Nonfiction', 'Self Help', 'Relationships', 'Psychology', 'Humor', 'Personal Development', 'Love', 'Adult', 'Romance', 'Inspirational']",https://www.goodreads.com/book/show/6023056-act-like-a-lady-think-like-a-man
The Bitter Kingdom,Rae Carson,English,4.2,36403,2914,Greenwillow Books,2013.0,433.0,Hardcover,"['Fantasy', 'Young Adult', 'Young Adult Fantasy', 'Fiction', 'Romance', 'Teen', 'Magic', 'High Fantasy', 'Adventure', 'Audiobook']",https://www.goodreads.com/book/show/11431896-the-bitter-kingdom
TimeRiders,Alex Scarrow,English,3.82,12309,1037,Penguin Group (Australia),2010.0,425.0,Paperback,"['Young Adult', 'Science Fiction', 'Time Travel', 'Fantasy', 'Fiction', 'Adventure', 'Historical Fiction', 'Mystery', 'Action', 'Dystopia']",https://www.goodreads.com/book/show/6773432-timeriders
Childhood's End,Arthur C. Clarke,English,4.12,151379,6740,Del Rey Books,1987.0,224.0,Mass Market Paperback,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Aliens', 'Dystopia', 'Fantasy', 'Novels', 'Speculative Fiction', 'Audiobook']",https://www.goodreads.com/book/show/414999.Childhood_s_End
"Death Note, Vol. 10: Deletion",Tsugumi Ohba,English,4.21,17415,568,VIZ Media LLC,2007.0,188.0,Paperback,"['Manga', 'Graphic Novels', 'Fantasy', 'Comics', 'Fiction', 'Mystery', 'Horror', 'Thriller', 'Young Adult', 'Supernatural']",https://www.goodreads.com/book/show/13623.Death_Note_Vol_10
Angel Devil,Julie Mannino,English,4.5,24,11,,2022.0,39.0,Kindle Edition,"['Romance', 'Fantasy']",https://www.goodreads.com/book/show/63252658-angel-devil
Charlie and the Chocolate Factory,Roald Dahl,English,4.15,804165,15019,Puffin Books,2005.0,176.0,Paperback,"['Childrens', 'Fiction', 'Fantasy', 'Classics', 'Young Adult', 'Middle Grade', 'Humor', 'Adventure', 'Novels', 'Juvenile']",https://www.goodreads.com/book/show/6310.Charlie_and_the_Chocolate_Factory
Tales of the South Pacific,James A. Michener,English,4.04,15464,560,Fawcett Books,1984.0,384.0,Mass Market Paperback,"['Fiction', 'Historical Fiction', 'Short Stories', 'Classics', 'War', 'Historical', 'World War II', 'Adventure', 'Literature', 'Military Fiction']",https://www.goodreads.com/book/show/133488.Tales_of_the_South_Pacific
Touch,Jus Accardo,English,3.8,14674,1069,Entangled Publishing,2011.0,284.0,Paperback,"['Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Supernatural', 'Urban Fantasy', 'Science Fiction', 'Dystopia', 'Fiction']",https://www.goodreads.com/book/show/11882171-touch
The Obelisk Gate,N.K. Jemisin,English,4.31,142752,11095,Orbit,2016.0,410.0,Paperback,"['Fantasy', 'Fiction', 'Science Fiction', 'Dystopia', 'Science Fiction Fantasy', 'Audiobook', 'Adult', 'Post Apocalyptic', 'Speculative Fiction', 'Magic']",https://www.goodreads.com/book/show/26228034-the-obelisk-gate
Lore Olympus: Volume One,Rachel  Smythe,English,4.32,98590,9532,Del Rey,2021.0,384.0,Hardcover,"['Graphic Novels', 'Fantasy', 'Romance', 'Mythology', 'Comics', 'Retellings', 'Fiction', 'Greek Mythology', 'Adult', 'Graphic Novels Comics']",https://www.goodreads.com/book/show/57282218-lore-olympus
The Blade Artist,Irvine Welsh,English,3.81,6794,443,Jonathan Cape,2016.0,448.0,Hardcover,"['Fiction', 'Crime', 'Thriller', 'Mystery', 'Contemporary', 'Scotland', 'Dark', 'Novels', 'Suspense', 'Drama']",https://www.goodreads.com/book/show/25870405-the-blade-artist
The Casual Vacancy,J.K. Rowling,English,3.3,323422,32265,"Little, Brown and Company",2012.0,503.0,Hardcover,"['Fiction', 'Contemporary', 'Mystery', 'Adult', 'Adult Fiction', 'Drama', 'Unfinished', 'British Literature', 'Novels', 'Audiobook']",https://www.goodreads.com/book/show/13497818-the-casual-vacancy
The Science of Mind,Ernest Shurtleff Holmes,English,4.36,2335,92,Murine Press,2006.0,364.0,Paperback,"['Spirituality', 'Psychology', 'Nonfiction', 'Philosophy', 'Science', 'Self Help', 'Religion', 'Metaphysics', 'Classics', 'New Age']",https://www.goodreads.com/book/show/149197.The_Science_of_Mind
Death and the Dervish,Meša Selimović,English,4.53,9087,408,Northwestern University Press,1996.0,473.0,Paperback,"['Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Philosophy', 'Novels', '20th Century', 'Historical', 'Religion', 'Serbian Literature']",https://www.goodreads.com/book/show/358846.Death_and_the_Dervish
No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,Mark Owen,English,4.01,52231,4086,DUTTON Books,2012.0,316.0,Hardcover,"['Nonfiction', 'Military Fiction', 'History', 'War', 'Biography', 'Memoir', 'Military History', 'Audiobook', 'Politics', 'Autobiography']",https://www.goodreads.com/book/show/15814872-no-easy-day
House of Sand and Fog,Andre Dubus III,English,3.86,130771,4475,W. W. Norton & Company,2018.0,368.0,Paperback,"['Fiction', 'Contemporary', 'Literary Fiction', 'Adult Fiction', 'Novels', 'Literature', 'Book Club', 'Suspense', 'Drama', 'Adult']",https://www.goodreads.com/book/show/38311414-house-of-sand-and-fog
"Beyblade - Episodes: A Knight to Remember, a Majestic Battle... a Majestic Victory?, a Score to Settle, a Star Is Born, a Wicked Wind Blows, Art Attack, Attack of the Rock Bit Beast, Bad Seed in the Big Apple, Battle in the Sky",Source Wikia,,5.0,1,0,University-Press.Org,2013.0,36.0,Paperback,"['Historical Fiction', 'Fiction', 'Historical', 'War', 'Audiobook', 'World War II', 'Novels', 'Adult', 'Russia', 'British Literature']",https://www.goodreads.com/book/show/20292934-beyblade---episodes
The Chrysalids,John Wyndham,English,3.93,52571,3011,Penguin Books,1977.0,200.0,Mass Market Paperback,"['Science Fiction', 'Fiction', 'Classics', 'Dystopia', 'Fantasy', 'Post Apocalyptic', 'Young Adult', 'Science Fiction Fantasy', 'School', 'Novels']",https://www.goodreads.com/book/show/826845.The_Chrysalids
The Great Hunt,Robert Jordan,English,4.26,294404,9130,Tor,1991.0,705.0,Mass Market Paperback,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Adventure', 'Epic', 'Magic', 'Adult']",https://www.goodreads.com/book/show/233649.The_Great_Hunt
Istanbul: memories and the city,Orhan Pamuk,English,3.81,19088,1879,Vintage International,2006.0,356.0,Unknown Binding,"['Nonfiction', 'Travel', 'Memoir', 'Biography', 'History', 'Turkish', 'Turkish Literature', 'Autobiography', 'Literature', 'Nobel Prize']",https://www.goodreads.com/book/show/11690.Istanbul
Mr. Darcy's Diary,Amanda Grange,English,3.68,20502,1890,Sourcebooks Landmark,2007.0,329.0,Paperback,"['Romance', 'Historical Fiction', 'Fiction', 'Historical', 'Historical Romance', 'Classics', 'Regency', 'Retellings', 'Chick Lit', 'Adult']",https://www.goodreads.com/book/show/99297.Mr_Darcy_s_Diary
Song Bird: Matters of the Heart,Christine M. Knight,English,4.36,44,33,Highlight Publishing,2015.0,304.0,Paperback,"['Mystery', 'Young Adult', 'Thriller', 'Mystery Thriller', 'Contemporary', 'Crime', 'Romance', 'Fiction', 'Suspense', 'Fantasy']",https://www.goodreads.com/book/show/24536832-song-bird
A Decade of Desire: Erotic Tales from the Charlie Doyle Diaries,Charles Dyson,,4.34,732,12,,2021.0,,Kindle Edition,"['Contemporary', 'Epic', 'Erotica']",https://www.goodreads.com/book/show/57601103-a-decade-of-desire
Ember's Curse,Gena D. Lutz,English,3.84,560,114,Crimson Moon,2012.0,211.0,Kindle Edition,"['Paranormal', 'Paranormal Romance', 'Werewolves', 'Romance', 'Shapeshifters', 'Vampires', 'Fantasy', 'Supernatural', 'Witches', 'Magic']",https://www.goodreads.com/book/show/16300325-ember-s-curse
The Foxhole Court,Nora Sakavic,English,4.02,67446,10198,Nora Sakavic,2013.0,237.0,ebook,"['Contemporary', 'LGBT', 'Young Adult', 'Sports', 'Romance', 'Fiction', 'Queer', 'M M Romance', 'New Adult', 'Gay']",https://www.goodreads.com/book/show/17259690-the-foxhole-court
Footfall,Larry Niven,English,3.92,16355,471,Del Rey,1997.0,524.0,Paperback,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Aliens', 'Post Apocalyptic', 'War', 'Audiobook', 'Speculative Fiction', 'Novels', 'Fantasy']",https://www.goodreads.com/book/show/116356.Footfall
Love Comes Softly,Janette Oke,English,4.25,40955,1542,Bethany House,2003.0,188.0,Paperback,"['Christian Fiction', 'Romance', 'Historical Fiction', 'Christian', 'Fiction', 'Historical', 'Historical Romance', 'Christian Romance', 'Westerns', 'Adult']",https://www.goodreads.com/book/show/65497.Love_Comes_Softly
A Dangerous Path,Erin Hunter,English,4.44,45738,1343,Avon Books,2005.0,313.0,Paperback,"['Fantasy', 'Animals', 'Fiction', 'Middle Grade', 'Childrens', 'Young Adult', 'Adventure', 'Cats', 'Animal Fiction', 'Action']",https://www.goodreads.com/book/show/336245.A_Dangerous_Path
Perfect Match,Jodi Picoult,English,3.96,72689,3582,Washington Square Press,2003.0,368.0,Paperback,"['Fiction', 'Contemporary', 'Chick Lit', 'Drama', 'Adult Fiction', 'Adult', 'Mystery', 'Crime', 'Family', 'Realistic Fiction']",https://www.goodreads.com/book/show/111180.Perfect_Match
The Last Town,Blake Crouch,English,4.1,55953,4009,Thomas & Mercer,2014.0,294.0,Kindle Edition,"['Science Fiction', 'Thriller', 'Fiction', 'Horror', 'Mystery', 'Dystopia', 'Post Apocalyptic', 'Audiobook', 'Mystery Thriller', 'Suspense']",https://www.goodreads.com/book/show/20423680-the-last-town
The Savage Detectives,Roberto Bolaño,English,4.16,40558,4234,"Farrar, Straus and Giroux",2007.0,577.0,Hardcover,"['Fiction', 'Novels', 'Spanish Literature', 'Literature', 'Latin American', 'Literary Fiction', 'Contemporary', 'Latin American Literature', 'Unfinished', '20th Century']",https://www.goodreads.com/book/show/63033.The_Savage_Detectives
Peter Pan,J.M. Barrie,English,4.04,331560,15118,Henry Holt and Co.,2003.0,176.0,Hardcover,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Adventure', 'Young Adult', 'Middle Grade', 'Audiobook', 'Fairy Tales', 'Literature']",https://www.goodreads.com/book/show/34268.Peter_Pan
La catedral del mar,Ildefonso Falcones,Spanish; Castilian,4.15,50768,2670,Grijalbo,2006.0,670.0,Hardcover,"['Historical Fiction', 'Fiction', 'Historical', 'Spain', 'Spanish Literature', 'Medieval', 'Novels', 'Roman', 'Drama', 'Romance']",https://www.goodreads.com/book/show/54984.La_catedral_del_mar
The Sands of Time,Sidney Sheldon,English,3.77,24419,621,HarperCollins Publishers,1996.0,427.0,Paperback,"['Fiction', 'Thriller', 'Mystery', 'Romance', 'Suspense', 'Mystery Thriller', 'Crime', 'Drama', 'Novels', 'Contemporary']",https://www.goodreads.com/book/show/119382.The_Sands_of_Time
A Tale Dark & Grimm,Adam Gidwitz,English,4.07,24758,3754,Dutton Books for Young Readers,2010.0,256.0,Hardcover,"['Fantasy', 'Middle Grade', 'Fairy Tales', 'Young Adult', 'Fiction', 'Childrens', 'Adventure', 'Horror', 'Retellings', 'Juvenile']",https://www.goodreads.com/book/show/7825557-a-tale-dark-grimm
Klara and the Sun,Kazuo Ishiguro,English,3.76,273313,31477,Alfred A. Knopf,2021.0,303.0,Hardcover,"['Fiction', 'Science Fiction', 'Audiobook', 'Literary Fiction', 'Fantasy', 'Dystopia', 'Contemporary', 'Adult', 'Novels', 'Speculative Fiction']",https://www.goodreads.com/book/show/54120408-klara-and-the-sun
Gideon the Cutpurse,Linda Buckley-Archer,English,3.71,6611,773,Simon & Schuster Books For Young Readers,2006.0,404.0,Hardcover,"['Fantasy', 'Time Travel', 'Young Adult', 'Historical Fiction', 'Science Fiction', 'Fiction', 'Middle Grade', 'Childrens', 'Adventure', 'Historical']",https://www.goodreads.com/book/show/621687.Gideon_the_Cutpurse
Daisy Jones & The Six,Taylor Jenkins Reid,English,4.24,1106295,142192,Arrow,2020.0,403.0,Paperback,"['Fiction', 'Historical Fiction', 'Audiobook', 'Romance', 'Contemporary', 'Adult', 'Music', 'Historical', 'Adult Fiction', 'Literary Fiction']",https://www.goodreads.com/book/show/53715566-daisy-jones-the-six
Opal,Jennifer L. Armentrout,,4.25,146656,10215,Entangled Teen,2012.0,394.0,Paperback,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Aliens', 'Science Fiction', 'Paranormal Romance', 'Supernatural', 'Urban Fantasy', 'Fiction']",https://www.goodreads.com/book/show/13362536-opal
Feel Me,James  Hudson,English,4.13,31,8,,2021.0,,Kindle Edition,"['Thriller', 'Psychological Thriller', 'Suspense', 'Mystery']",https://www.goodreads.com/book/show/58158447-feel-me
